date,round,meal_id,item_name,quantity,measure,esha_code,gov_code,cals_kcal,prot_g,carb_g,tot_fib_g,tot_sol_fib_g,tot_insol_fib_g,sugar_g,sug_add_g,fat_g,mono_fat_g,poly_fat_g,trans_fat_g,sat_fat_g,vit_a_iu_iu,calc_mg,omega3_g,omega6_g,iron_mg,iodine_mcg,copp_mg,magn_mg,pot_mg,sel_mcg,sod_mg,zinc_mg,vit_c_mg,vit_b12_mcg,vit_b6_mg,vit_b3_ne_mg,vit_b3_mg,vit_b2_mg,vit_b1_mg,vit_d_iu_iu,gly_indx,gly_load,wgt_g,fat_cals_kcal,sat_cals_kcal,tfa_cals_kcal,carb_avail_g,starch_g,fib_16_g,sol_fib_16_g,insol_fib_16_g,non_digest_carb_g,sol_non_digest_carb_g,insol_non_digest_carb_g,mon_sac_g,galac_g,gluc_g,fruct_g,disacc_g,lact_g_70,sucr_g,malt_g,o_carb_g,net_carb_g,sala_g,chol_mg,water_g,ash_g,k_j_k_j,vit_a_rae_mcg,vit_a_re_mcg,caroten_mcg,retinol_mcg,alpha_caro_mcg,beta_caro_mcg,beta_caro_eq_mcg,biot_mcg,vit_d_mcg_mcg,vit_e_a_toco_mg,vit_e_a_te_mg,vit_e_iu_iu,vit_e_mg_mg,folate_mcg,fol_acid_mcg,fol_dfe_mcg_dfe,fol_food_mcg,crypto_mcg,vit_k_mcg,panto_mg,boron_mcg,chlor_mg,chrom_mcg,fluor_mg,mang_mg,moly_mcg,phos_mg,salt_g,x4_0_g,x6_0_g,x8_0_g,x10_0_g,x12_0_g,x14_0_g,x15_0_g,x16_0_g,x17_0_g,x18_0_g,x20_0_g,x22_0_g,x24_0_g,x14_1_g,x15_1_g,x16_1_g,x17_1_g,x18_1_g,x20_1_g,x22_1_g,x24_1_g,x18_2_g,x18_3_g,x18_4_g,x20_3_g,x20_4_g,x20_5_g,x22_5_g,x22_6_g,ala_g,arg_g,asp_g,cys_g,glu_g,gly_g,his_g,iso_g,leu_g,lys_g,met_g,phe_g,pro_g,ser_g,thr_g,trp_g,tyr_g,val_g,alc_g,caff_mg,art_sw_mg,aspar_mg,sacch_mg,sug_al_g,eryth_g,glyc_g,inos_g,lacti_g,malti_g,mann_g,sorb_g,xylit_g,org_ac_g,acet_g,citr_g,lact_g_172,malic_g,chln_mg,tau_g,lut_zea_mcg,lycopene_mcg,sulfites_ppm_ppm,sulfites_mg_mg,mp_grain_oz_eq,mp_veg_c,mp_fruit_c,mp_dairy_c,mp_prot_oz_eq,xx_alc,xx_lean_meat,xx_veg,xx_starch,xx_o_carb,xx_non_fat_milk,xx_fruit,xx_fat,file,fdc_id,lact_g_69,lact_g_171,lact_g_68,lact_g_170,comments,lact_g_71,lact_g_173,notes_on_portion_size,lact_g_72,lact_g_174,size,portion,portion_size_notes,lact_g_73,lact_g_175,day,first_day,last_day,day_of_round,weekend,time_shift
12/24/20,1,30,"stuffing, cornbread",4-Jan,Cup,116703,52204000,89.5,1.45,10.95,1.45,NA,NA,0,0,4.4,1.93,1.35,NA,0.88,NA,13,0.06,1.29,0.47,NA,0.03,6.5,31,15.35,263,0.11,0.4,0,0.02,0.62,0.62,0.05,0.06,0,NA,NA,50,39.6,7.9,NA,9.5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,9.5,9.5,NA,0,32.45,0.75,374.47,39,NA,NA,36.5,0,29,NA,NA,0,0.42,NA,NA,NA,48.5,44.5,79.65,4,0,4.4,NA,NA,NA,NA,NA,NA,NA,17,NA,0,0,0,0,0,0.01,0,0.55,0,0.32,0,0,0,0,0,0.01,0,1.92,0,0,0,1.29,0.06,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,0,0,NA,NA,1.02,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
12/24/20,1,30,mashed potatoes,4-Jan,Cup,118679,71501007,66.25,1.23,8.31,1.19,NA,NA,1.1,0,3.13,0.77,0.43,NA,1.64,NA,21.25,0.06,0.36,0.17,NA,0.01,8.75,171.25,0.5,186.25,0.19,0.06,0.14,0.07,0.64,0.64,0.05,0.05,2.5,NA,NA,62.5,28.18,14.8,NA,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02,7.12,NA,8.13,48.92,0.91,277.19,33.13,NA,NA,32.5,0,11.87,NA,NA,0.06,0.18,NA,NA,NA,3.75,0,3.75,3.75,0,1.5,NA,NA,NA,NA,NA,NA,NA,38.13,NA,0.05,0.04,0.03,0.07,0.08,0.25,NA,0.78,NA,0.29,NA,NA,NA,NA,NA,0.05,NA,0.68,0.01,0,NA,0.36,0.06,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.81,NA,0,0,NA,NA,0,0.3,0,0.06,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
12/24/20,1,30,"pork, cooked",3,Ounce-weight,114137,22000110,179.45,23.55,0,0,0,0,0,0,8.93,4.31,1.34,NA,2.78,NA,6.8,0.05,1.26,0.43,NA,0.06,26.37,390.37,40.57,437.15,1.63,0,0.54,0.47,6.97,6.97,0.21,0.48,17.01,0,0,85.05,80.37,25.06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,71.44,50.29,2.28,750.83,0.85,NA,NA,0.85,0,0,NA,NA,0.43,0.17,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,234.73,NA,0,0,0,0,0,0.1,NA,1.72,NA,0.92,NA,NA,NA,NA,NA,0.17,NA,4.07,0.07,0,NA,1.19,0.05,0,NA,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,63.45,NA,0,0,NA,NA,0,0,0,0,2.93,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
12/24/20,1,30,"beets, fresh",13,Cup,119175,75102500,19.49,0.73,4.33,1.27,NA,NA,3.06,0,0.08,0.01,0.03,NA,0.01,NA,7.25,0,0.02,0.36,NA,0.03,10.43,147.33,0.32,35.36,0.16,2.22,0,0.03,0.15,0.15,0.02,0.01,0,NA,NA,45.33,0.69,0.11,NA,3.06,0,1.27,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3.06,NA,0,39.7,0.49,81.56,0.91,NA,NA,0,0,9.07,NA,NA,0,0.02,NA,NA,NA,49.41,0,49.41,49.41,0,0.09,NA,NA,NA,NA,NA,NA,NA,18.13,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,2.72,NA,0,0,NA,NA,0,0.34,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
12/24/20,1,30,"tomatoes, fresh",4-Jan,Cup,119089,74101000,8.1,0.4,1.75,0.54,NA,NA,1.18,0,0.09,0.01,0.04,NA,0.01,NA,4.5,0,0.04,0.12,NA,0.03,4.95,106.65,0,2.25,0.08,6.17,0,0.04,0.27,0.27,0.01,0.02,0,NA,NA,45,0.81,0.11,NA,1.21,NA,0.54,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1.21,NA,0,42.53,0.23,33.89,18.9,NA,NA,0,45.45,202.05,NA,NA,0,0.24,NA,NA,NA,6.75,0,6.75,6.75,0,3.55,NA,NA,NA,NA,NA,NA,NA,10.8,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,NA,55.35,1157.85,NA,NA,0,0.27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
12/24/20,1,30,"corn, cooked",4-Jan,Cup,159963,75216120,37.4,0.95,5.92,0.81,NA,NA,1.83,0,1.59,0.55,0.54,NA,0.41,NA,1.27,0.05,0.49,0.11,NA,0.01,5.52,54.82,0.26,88.83,0.13,0.68,0,0.02,0.41,0.41,0.04,0.02,0,NA,NA,42.5,14.27,3.68,NA,5.11,NA,0.81,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.28,5.11,NA,0.85,33.73,0.31,156.48,5.52,NA,NA,4.25,2.55,8.07,NA,NA,0,0.16,NA,NA,NA,15.3,0,15.3,15.3,8.07,1.02,NA,NA,NA,NA,NA,NA,NA,19.13,NA,0.01,0.01,0,0.01,0.01,0.03,NA,0.24,NA,0.09,NA,NA,NA,NA,NA,0.01,NA,0.54,0.01,0,NA,0.49,0.05,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44,NA,286.87,0,NA,NA,0,0.26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
12/24/20,1,30,"lettuce, romaine, fresh",1,Cup,118826,72116000,5.25,0.48,1,0.45,NA,NA,0.27,0,0.05,0,0.03,NA,0.01,NA,12.6,0.02,0.01,0.3,NA,0.01,4.55,67.9,0.21,9.8,0.06,3.22,0,0.03,0.13,0.13,0.03,0.02,0,NA,NA,35,0.47,0.06,NA,0.55,NA,0.45,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.55,NA,0,33.24,0.22,21.97,129.5,NA,NA,0,0,1555.05,NA,NA,0,0.08,NA,NA,NA,13.3,0,13.3,13.3,0,44.2,NA,NA,NA,NA,NA,NA,NA,10.15,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,NA,605.5,0,NA,NA,0,0.37,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/20,12/11/20,12/24/20,14,FALSE,FALSE
1/21/21,2,1,"apple, fresh",6,Ounce-weight,118303,63101000,88.45,0.44,23.49,4.08,NA,NA,17.67,0,0.29,0.01,0.09,NA,0.05,NA,10.21,0.02,0.07,0.2,NA,0.05,8.5,182,0,1.7,0.07,7.82,0,0.07,0.15,0.15,0.04,0.03,0,NA,NA,170.1,2.6,0.43,NA,19.41,NA,4.08,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.73,19.41,NA,0,145.54,0.34,370.08,5.1,NA,NA,0,0,45.93,NA,NA,0,0.31,NA,NA,NA,5.1,0,5.1,5.1,18.71,3.74,NA,NA,NA,NA,NA,NA,NA,18.71,NA,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.07,0.02,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78,NA,49.33,0,NA,NA,0,0,1.55,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,2,"milkshake, chocolate, from ice cream shop",12,Fluid ounce,121038,11541110,399.84,11.69,45.53,1.68,NA,NA,42.24,27.8,20.63,5.51,0.75,NA,12.52,NA,396.48,0.21,0.54,1.18,NA,0.17,60.48,628.32,7.06,174.72,1.58,1.01,1.51,0.2,0.51,0.51,0.53,0.17,107.52,NA,NA,336,185.67,112.64,NA,43.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,43.85,NA,67.2,254.92,3.23,1672.93,215.04,NA,NA,211.68,0,40.32,NA,NA,2.69,0.47,NA,NA,NA,20.16,0,20.16,20.16,0,1.01,NA,NA,NA,NA,NA,NA,NA,346.08,NA,0.57,0.37,0.22,0.5,0.57,1.99,NA,5.68,NA,2.5,NA,NA,NA,0,0,0.39,0,5.11,0.01,0,0,0.53,0.2,0,0,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.86,NA,0,0,NA,NA,0,0,0,1.11,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,2,"roll, kaiser, hard",1,Each,125044,51153000,164.08,5.54,29.51,1.29,NA,NA,0.99,0.87,2.41,0.63,0.96,NA,0.34,NA,53.2,0.05,0.91,1.84,NA,0.09,15.12,60.48,21.9,304.64,0.53,0,0,0.02,2.37,2.37,0.19,0.27,0,NA,NA,56,21.67,3.05,NA,28.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.23,28.22,NA,0,17.36,1.18,686.51,0,NA,NA,0,0,0,NA,NA,0,0.24,NA,NA,NA,53.2,44.8,84.56,8.4,0,0.34,NA,NA,NA,NA,NA,NA,NA,56,NA,0,0,0,0,0,0,0,0.27,0,0.07,0,0,0,0,0,0.02,0,0.62,0,0,0,0.91,0.05,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18,NA,32.48,0,NA,NA,2.17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,2,salami,1,Ounce-weight,114602,25221500,107.16,5.97,0.2,0,0,0,0.07,0,8.97,4.17,1.39,NA,3.24,NA,6.8,0.06,1.25,0.39,NA,0.03,5.67,102.91,9.53,497.82,0.76,0,0.33,0.13,1.73,1.73,0.06,0.11,10.21,NA,NA,28.35,80.75,29.13,NA,0.2,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.2,NA,30.62,11.68,1.52,448.36,3.12,NA,NA,3.12,0,0,NA,NA,0.26,0.18,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,54.43,NA,0,0,0,0.01,0.01,0.15,NA,2,NA,1,NA,NA,NA,NA,NA,0.24,NA,3.81,0.07,0.01,NA,1.21,0.05,0,NA,0.04,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.58,NA,0,0,NA,NA,0,0,0,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,3,"sticks, mozzarella, breaded, fried",5,Each,121782,14660200,715,32.45,55.31,4.4,NA,NA,5.19,0,40.33,9.52,10.96,NA,15.07,NA,734.8,1.29,9.61,1.36,NA,0.15,46.2,237.6,41.58,1894.2,4.55,0,2.11,0.16,1.72,1.72,0.57,0.23,17.6,NA,NA,220,362.93,135.59,NA,50.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.72,50.91,NA,79.2,84.57,7.35,2991.56,217.8,NA,NA,213.4,0,55,NA,NA,0.44,1.69,NA,NA,NA,57.2,30.8,78.76,26.4,4.4,50.38,NA,NA,NA,NA,NA,NA,NA,699.6,NA,0.4,0.32,0.21,0.51,0.6,1.92,NA,7.37,NA,3.18,NA,NA,NA,NA,NA,0.36,NA,8.75,0.17,0,NA,9.56,1.26,0,NA,0.05,0.01,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.78,NA,94.6,0,NA,NA,4.22,0,0,2.42,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,4,"sticks, mozzarella, breaded, fried",4,Each,121782,14660200,572,25.96,44.25,3.52,NA,NA,4.15,0,32.26,7.62,8.77,NA,12.05,NA,587.84,1.03,7.69,1.09,NA,0.12,36.96,190.08,33.26,1515.36,3.64,0,1.69,0.13,1.37,1.37,0.46,0.18,14.08,NA,NA,176,290.35,108.47,NA,40.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.57,40.73,NA,63.36,67.65,5.88,2393.25,174.24,NA,NA,170.72,0,44,NA,NA,0.35,1.36,NA,NA,NA,45.76,24.64,63.01,21.12,3.52,40.3,NA,NA,NA,NA,NA,NA,NA,559.68,NA,0.32,0.26,0.17,0.41,0.48,1.53,NA,5.9,NA,2.55,NA,NA,NA,NA,NA,0.29,NA,7,0.13,0,NA,7.65,1.01,0,NA,0.04,0.01,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.42,NA,75.68,0,NA,NA,3.38,0,0,1.94,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,4,marinara sauce,2,Ounce-weight,128025,74404010,25.51,0.8,4.56,1.02,NA,NA,3.12,1.14,0.84,0.21,0.29,NA,0.1,NA,15.31,0.04,0.24,0.44,NA,0.05,10.21,180.87,0.79,237.57,0.11,1.13,0,0.1,2.22,2.22,0.03,0.01,0,NA,NA,56.7,7.55,0.87,NA,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,3.54,NA,1.13,49.55,0.94,106.75,18.14,NA,NA,0,0,221.13,NA,NA,0,1.36,NA,NA,NA,7.37,0,7.37,7.37,0,7.88,NA,NA,NA,NA,NA,NA,NA,19.28,NA,0,0,0,0,0,0,NA,0.06,NA,0.02,NA,NA,NA,NA,NA,0,NA,0.21,0,0,NA,0.24,0.04,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,NA,107.73,7200.78,NA,NA,0,0.23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,5,"roll, hoagie",1,Each,116549,51157000,295.74,10.36,53.13,1.91,NA,NA,7.72,6.41,4.14,0.79,1.89,NA,0.89,NA,152.64,0.19,1.69,3.64,NA,0.12,24.38,129.32,28.83,523.64,0.77,1.38,0.21,0.07,4.43,4.43,0.31,0.58,0,NA,NA,106,37.3,8.03,NA,51.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,51.22,NA,0,36.4,1.97,1237.38,0,NA,NA,0,0,0,NA,NA,0,0.29,NA,NA,NA,99.64,56.18,138.97,43.46,0,5.09,NA,NA,NA,NA,NA,NA,NA,107.06,NA,0.01,0,0,0.01,0.01,0.02,NA,0.55,NA,0.26,NA,NA,NA,NA,NA,0.02,NA,0.75,0.02,0,NA,1.69,0.19,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.48,NA,6.36,0,NA,NA,3.44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,5,"pork, cooked",6,Ounce-weight,114137,22000110,358.9,47.1,0,0,0,0,0,0,17.86,8.62,2.68,NA,5.57,NA,13.61,0.11,2.51,0.85,NA,0.12,52.73,780.75,81.14,874.3,3.27,0,1.09,0.95,13.95,13.95,0.42,0.96,34.02,0,0,170.1,160.74,50.12,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,142.88,100.58,4.56,1501.66,1.7,NA,NA,1.7,0,0,NA,NA,0.85,0.34,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,469.47,NA,0,0,0,0.01,0.01,0.2,NA,3.45,NA,1.84,NA,NA,NA,NA,NA,0.33,NA,8.14,0.14,0,NA,2.38,0.11,0,NA,0.13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,126.89,NA,0,0,NA,NA,0,0,0,0,5.85,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/21/21,2,5,french fries,71,Gram,118661,71401030,221.52,2.44,29.42,2.7,NA,NA,0.21,0,10.46,4.24,3.83,NA,1.66,NA,12.78,0.31,3.52,0.58,NA,0.09,24.85,411.09,0.64,149.1,0.35,3.34,0,0.26,2.13,2.13,0.03,0.12,0,NA,NA,71,94.12,14.93,NA,26.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.51,26.72,NA,0,27.37,1.31,926.84,0,NA,NA,0,0,0,NA,NA,0,1.19,NA,NA,NA,21.3,0,21.3,21.3,0,7.95,NA,NA,NA,NA,NA,NA,NA,88.75,NA,0.06,0,0.01,0.01,0,0.01,NA,0.87,NA,0.59,NA,NA,NA,NA,NA,0.02,NA,4.13,0.08,0,NA,3.51,0.31,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.13,NA,19.17,0,NA,NA,0,0.46,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,1/21/21,2/3/21,1,FALSE,FALSE
1/22/21,2,6,"taco, steak",7,Ounce-weight,136572,58101320,490.16,20.78,38.16,5.36,NA,NA,4.5,0,28.62,9.95,4.91,NA,10.3,NA,200.43,0.41,4.5,2.82,NA,0.19,69.46,539.77,18.26,1063.67,4.64,5.75,1.43,0.44,4.32,4.32,0.25,0.16,0,NA,NA,198.45,257.54,92.68,NA,32.8,NA,5.36,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28.3,32.8,NA,59.53,106.53,4.37,2050.84,89.3,NA,NA,53.58,25.8,396.89,NA,NA,0,2.42,NA,NA,NA,47.63,9.92,54.57,37.7,45.64,16.47,NA,NA,NA,NA,NA,NA,NA,313.55,NA,0.11,0.09,0.08,0.16,0.33,0.86,NA,6.29,NA,2.03,NA,NA,NA,NA,NA,0.41,NA,9.36,0.07,0,NA,4.47,0.4,0,0,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.11,NA,174.63,7380.23,NA,NA,2.44,0.56,0,0.38,1.57,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/22/21,1/21/21,2/3/21,2,FALSE,FALSE
